Keyword	Avg. monthly searches	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Searches: Mar 2022	Searches: Apr 2022	Searches: May 2022	Searches: Jun 2022	Searches: Jul 2022	Searches: Aug 2022	Searches: Sep 2022	Searches: Oct 2022	Searches: Nov 2022	Searches: Dec 2022	Searches: Jan 2023	Searches: Feb 2023	Searches: Mar 2023	Searches: Apr 2023	Searches: May 2023	Searches: Jun 2023	Searches: Jul 2023	Searches: Aug 2023	Searches: Sep 2023	Searches: Oct 2023	Searches: Nov 2023	Searches: Dec 2023	Searches: Jan 2024	Searches: Feb 2024	Searches: Mar 2024	Searches: Apr 2024	Searches: May 2024	Searches: Jun 2024	Searches: Jul 2024	Searches: Aug 2024	Searches: Sep 2024	Searches: Oct 2024	Searches: Nov 2024	Searches: Dec 2024	Searches: Jan 2025	Searches: Feb 2025	Searches: Mar 2025	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026
www coursera org	4400	Medium	41	0.46	13.762549	4400	4400	2900	2900	3600	3600	3600	3600	2900	2900	3600	2900	3600	3600	3600	3600	3600	3600	3600	3600	2900	2900	4400	3600	2900	2900	2900	2900	2900	2900	2900	2900	2900	2400	2900	3600	6600	8100	8100	6600	6600	4400	3600	4400	2400	1900	2400	2400
www mindluster com	3600	Medium	44	0.22	3.084391	20	30	50	110	40	20	20	10	40	90	50	30	50	140	1600	3600	2900	4400	2400	4400	2400	1900	1900	1900	1600	1300	1300	1000	1900	1600	1600	1600	1900	6600	3600	3600	2900	3600	2900	2400	5400	4400	4400	4400	4400	4400	4400	720
www ocw mit edu courses	30	Medium	43	0.469538	3.8	20	30	20	20	30	90	90	110	90	40	20	30	50	30	70	50	20	140	40	20	40	50	20	30	10	10	10	10	10	30	30	30	20	20	20	10	20	10	30	40	30	50	40	30	20	20	10	20
www pmi org	720	Medium	40	0.23	3.379778	1300	1000	1000	1000	1300	1600	1600	1300	1300	1000	1000	1000	1000	880	1300	880	1000	1000	1000	1000	880	880	1000	880	1000	880	880	720	880	880	880	880	720	720	880	720	880	880	720	720	880	720	720	720	590	720	720	720
www sdp edu za	110	Medium	33			110	50	30	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	170	210	110	210	210	90	110	50	40	70	30	30	20	20	10	210	70	110	210	210	110	110	140	140	90	50	50	30	10
xpro mit	5400	Medium	48	1.343869	11.10941	5400	4400	4400	3600	4400	4400	4400	4400	4400	3600	5400	4400	5400	5400	5400	4400	4400	5400	4400	4400	4400	4400	5400	5400	5400	5400	5400	4400	5400	6600	22200	6600	5400	3600	5400	4400	5400	5400	5400	5400	5400	5400	5400	5400	4400	3600	4400	4400
academy asana com	390	Low	26	0.041864	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	10	3600	260	90	40	30	40	50	20	10	10	70	50
academy asana com workflow specialist	30	Low	20	0.053011	2.121475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	50	30	10	70	40	20	10	10	20	20
acumen systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agicorp academy	20	Low	1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	90	40	50	20
ai in systems engineering	50	Medium	42	1.876217	9.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	50	50	50	20	40	30	30	30	30	50	40	40	40	40	50	90	70	50	50	50	40	40	40
ai project management course	480	High	73	0.792715	5.80257	40	30	30	30	40	40	30	30	20	20	50	70	110	110	170	110	210	210	210	260	210	210	320	320	260	320	260	260	320	210	210	260	260	210	320	390	390	320	390	480	590	590	590	590	480	480	720	720
ai software engineer course	210	Medium	62	0.521859	8.213094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	10	30	40	50	50	210	70	140	110	140	140	70	70	110	90	110	140	140	170	140	170	210	170	210	260	210	210	260	260
ai systems performance engineering	880	Medium	40	1.62	9.052803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	90	90	210	210	210	1600	1600	2900	1900	1600
alx academy courses	10	Medium	42	0.496993	1.647225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	70	40
applied systems thinking courses						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apply mit edu	20	Low	29	1.006544	4.319425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	30	30	20	20	20	10	10	10	10	20	20	20	20	30	30	20
ardiland institute of technology	260	Low	1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	50	210	170	70	50	90	90	110	210	90	140	390	390	390	390	320	390	320	320	260	260	260	210	170	260	140
automation masters online	10	High	86			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	40	10	10	10	10
become a product manager by cole mercer	30	High	75	1.127986	5.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	30	10	20	260
business classes online with certificates	20	High	83	6.51	37.837996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	20	10	10	20	10	20	20
business school e learning learnership smart lms						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
can i get shrm credit for systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
certificate in systems thinking	10	Medium	34			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10
certification in agentic systems and design	140	High	71	0.827077	2.869299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1600	110
certification program in agentic systems and design	90	High	74	0.645637	2.154981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	170	260	390	110
cleveland state university systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cm punjab it certification program 2025	590	Low	6			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6600	70	90	90	50	20
coding short courses online	30	High	69	0.404364	2.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	40	10	110	50	30	30	20	10	20	20	10	20	20
complex adaptive systems training						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
complex systems course online						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
course on systems thinking	30	Medium	46	0.491905	6	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	20	20	10	10	20	20	20	20	10	10	10	10	70	40	20	30	40	20	20	30	30	20	40	40	30	20	30	30	40	50
course system thinking quiz 1						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
course systems thinking						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
critical thinking bot	50	Low	3	1.029132	7.024287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720
design thinking systems course nyc						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digitalskill lms	110	Low	3	0.51	0.765398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	40	70	90	480	320	140
does economics count as a systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e learning lms learnership 2024	10					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	260	210	880	720	1000	1300	880	390	320	140	110	40	20	20	10	10	0	10	10	10	0	0	0	0	0
e learning lms learnership 2025	140	Low	10			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	480	390	390	390	210	140	110	110	70	30	50	10	10	10
e learning lms learnership 2025 online application	110	Low	5	0.01	0.722633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	140	170	110	90	50	140	110	90	140	50	50	70
e learning lms learnership application	140	Low	19	0.41	3.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	50	70	210	320	140	590	170	170	210	170	90	110	70	50	880	390	320	390	170	140	110	140	110	90	110	40	40	110
edx get smarter	10	Low	33			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	10	20	10	20	10	20	10	20	10	20	10	10	10	10	10
edx mooc org	20	Medium	62	0.174647	3.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	40	50	40	40	40	20
edx systems thinking	10	Medium	58	0.801504	4.100112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	10	10	20	20	20
elearning lms learnership 2025	170					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	480	720	720	170	110	70	140	50	10	10	10	0	0
elearning lms learnership 2025 online application	50	Low				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	70	90	140	140	140	30	20	10	10	20	10	10	20
elearning platform courses	260	Low	7	0.300368	2.879403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	170	170	110	140	260	210	170	260	880	170	260	590	480	480	390	390	320	320	320	320	260	140	140	210	480	390	260	210	210	210
embedded systems engineer certification	10	Medium	37	0.86	7.770028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	70	10	10	20	20	20	20	10	10	10	10	10	10	20	10	10	10
empowering rural women through it training	210	Low	8	0.687981	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	1000	210	110	30	20	480	20	20	20	30	720	70
engineering systems thinking	10	Low	11			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ethio coders et certification	9900	Low	4	0.380986	5.763212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	390	1000	1600	2900	2400	1900	2900	5400	8100	18100	9900	6600	4400	9900	8100	18100	14800	12100
ethio coders et certification online	3600	Low	7	0.31	2.621238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	140	390	320	170	480	1000	1900	3600	3600	4400	2400	4400	3600	8100	8100	4400
ethiocoders et courses	27100	Low	2	0.567681	10.82584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	4400	5400	8100	12100	6600	8100	12100	18100	33100	33100	27100	22200	18100	40500	27100	33100	27100	22200
frank miano msb tutorial						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
free online courses on systems thinking						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
free systems thinking course	10	Low	15	0.067063	4.469931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	10	20	20	10	20	20	20	30
fully funded masters in project management	10	Medium	64	0.503184	9.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	40	10	30	90	50	30	50	30	10	40	10	10	10	20	10	20	10	10	10	10	10	10	20	10
futures thinking certification	10	High	71	0.966907	3.371097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	10	10	10	10	20	20	10	10	10	30	20	10	10	10	10	10
futureskill elearning platform	320	Low	3	0.25	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	590	720	720	880	590
google cybersecurity professional certificate via coursera	30	Medium	37	0.271194	4.60475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	50	70	20	40	30	30	40	110
google management project certificate	20	Medium	58	0.837906	12.134068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	170	480	320	320	260	480	390	90	90	30	50	10	20	20	10	20	30	20	20	10	30	20	20	20	20	20
graphic design systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
how to apply pmo	10	Low				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10	10	10	20	30	20	10	10	10	10	10	10
how to develop problem solving skills in the workplace	10	Low	10			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	10	30	40	10	10	20	30	20	20	30	20	20	20	20	20	10	10	10	10	10	10	20	10	10	10	10
https skills nutech edu pk	20	Low	6			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	40	10	10	10	10	10	20	20	50	10	10	10
https www coursera org learn foundations of project management	10	Medium	56	0.28	3.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50
https www edx org school harvardx						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https www edx org school mitx						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
https www tcsion com courses career edge	50	Low	10			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	10	110	10	20	170	30	10	90	40	30	50	50	50	40	40	30
https www theforage com simulations cbre project management x2vz	30					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	140	140	10	0
hubspot academy revenue operations certification	50	Low	9	0.619012	7.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	40	40	50	70	90	110	170
ibm business analyst professional certificate	480	Low	27	0.565185	5.951136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	70	170	320	260	320	390	480	480	480	390	590	480	590	590	880	720
in terms of system thinking what is process course hero						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
india arbitrary allocation pro to the bhajan systemic thinking courses						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
innovation of products and services mits approach to design thinking						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intro to project management google	10	Medium	39			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	20	20	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10
introduction to project management alison	10	High	76	0.37	3.435028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	20	30	10	10	10	10	10	10
introduction to systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isee systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
it specialist school						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
knowledge learning platform	20	Low	17	0.180318	15.404669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	20	30	10	20	10	20	10	10	10	10	10	30	70	50	20	30	30
learn mit edu	210	Low	23	0.31	1.594365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	720	210	210	260	140	90	170
learn the latest tech skills	40	Medium	53	0.18405	0.737546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	90	30	20	20	50	90	40
linkedin learning systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lms learnership 2025	110	Low				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	210	320	320	210	70	40	50	70	40	70	10	10	10
lms learnership application	210	Low	5	0.01	0.209601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8100	1000	4400	480	170	390	260	110	260	90	90	90	70	90	140	70	140	720	480	390	210	260	210	210	140	140	110	170	90	260	260
lms learning program	10	Medium	34	0.961651	22.363474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	720	1000	720	210	110	30	20	20	40	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	10	10	10	10
lms training application	30	Medium	56	0.76534	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	20	70	40
lms training learning program 2026	30	Medium	39	0.480468	3.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	30	140	110
lms training learning programme 2026	20	Low	30	0.429664	2.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	10	90	70
lms training program	40	Medium	39	0.684139	4.66	20	10	10	10	10	10	10	10	10	20	20	10	10	20	10	10	10	90	170	40	10	10	10	10	10	10	10	10	10	20	30	20	20	20	20	20	30	30	20	30	210	20	10	30	70	30	30	10
mit bwsi beaver works summer institute	10	Low	33	1.161181	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	50
mit fundamentals of finance	110	Low	32	0.810127	5.529684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	260	110	320	210	40	320	210
mit introduction to technology engineering and science	70	Low	28	1.25777	4.921359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	10	10	30	20	10	10	20	10	30	30	40	140	70	50	50	40	50	50	50	50	50	70	70	110	90
mit ocw system dynamics self study	10	Low	12			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	50	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
mit opencourseware manufacturing processes	20	Low	1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	10	10	20	20	20	10	10	10	20	20
mit opencourseware ocw website	10	Low	23	0.619046	6.057147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	30	50
mit opencourseware system dynamics	40	Low	29	0.690788	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30	20	20	30	40	40	40	30	20	40	50	20	30	30	40	40	50
mit opencourseware systems thinking	20	Medium	39	0.716199	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	30	20	30	10	20	30	20	20
mit research science institute rsi	5400	Low	16	1.064671	4.06	2400	1600	1300	1600	1900	1900	1600	2400	4400	2900	2400	2400	1900	1900	1900	2400	2900	2900	2900	3600	5400	6600	4400	3600	2900	2900	2400	2400	3600	2900	2900	4400	6600	8100	4400	3600	4400	4400	4400	5400	4400	3600	4400	6600	8100	12100	8100	6600
mit system thinking course	70	Medium	56	1.22	7.413164	10	20	10	10	20	20	20	20	10	20	20	20	30	30	20	10	10	20	30	20	20	20	30	40	20	20	20	20	20	10	30	20	20	20	30	20	30	40	50	50	50	90	90	90	70	40	110	90
mit website login	40	Low	3			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	20	10	20	20	30	40	30	70	70	40	40	40	10	40	20
mit xpro system thinking	10	Medium	55	1.853036	10.491376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	10	10	30	30
mit xpro systems thinking course						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mites minority introduction to engineering and science	50	Low	27	1.51	5.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	10	20	30	40	20	30	20	20	20	30	40	30	30	50	70	140	70
mitx systems thinking	10	Medium	40	0.98	15.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20
mobile system design book	140	Low	22	0.258605	0.790715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	30	70	90	90	110	70	90	110	70	90	110	70	70	90	70	70	40	70	40	70	70	70	320	210	140	110	90	110	140	140	90
moringa school						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
my business e learning platform	1900	Low	15	0.349916	1.086099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	1300	2900	3600	2900	3600	3600	3600	2400	2900	3600	2900	1600	390	880	2400	260	90	260
northlink college						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ocw mit edu courses 6 s087 foundation	10					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	40	20	10	0	0
